date,year,month,ticker,sector,esg_score,esg_persistent,esg_z,esg_q_z,esg_change_12m,esg_momentum_z,esg_reported_change_12m,ret_m,idio_vol_ann,realised_vol_ann,beta,ev_bn,esg_letter
2016-01-31,2016,1,SIM024,Consumer Discretionary,23.71,27.48,-0.9347,-0.5847,0.0,0.0,0.0,-7.7172,25.59,,1.053,15.11,B
2016-01-31,2016,1,SIM025,Utilities,36.54,36.19,0.2301,0.2111,0.0,0.0,0.0,-5.6075,15.92,,0.981,426.04,BBB
2016-01-31,2016,1,SIM026,Information Technology,39.74,39.62,0.5215,0.5247,0.0,0.0,0.0,4.6395,25.9,,0.953,44.75,A
2016-01-31,2016,1,SIM027,Consumer Discretionary,37.18,37.4,0.2886,0.3217,0.0,0.0,0.0,3.7443,20.51,,0.971,76.63,A
2016-01-31,2016,1,SIM028,Consumer Staples,45.15,43.13,1.0124,0.846,0.0,0.0,0.0,-14.5815,14.75,,0.924,201.45,AA
2016-01-31,2016,1,SIM029,Utilities,34.65,33.75,0.0585,-0.0121,0.0,0.0,0.0,-10.8036,15.8,,1.001,121.86,BBB
2016-01-31,2016,1,SIM030,Utilities,45.91,45.3,1.0814,1.0443,0.0,0.0,0.0,-8.8894,9.15,,0.906,264.33,AA
2016-01-31,2016,1,SIM031,Information Technology,38.53,40.44,0.4112,0.6001,0.0,0.0,0.0,-8.647,14.76,,0.946,83.4,A
2016-01-31,2016,1,SIM032,Utilities,52.24,50.11,1.6565,1.4836,0.0,0.0,0.0,-12.339,14.57,,0.866,56.19,AAA
2016-01-31,2016,1,SIM033,Utilities,45.88,44.45,1.0791,0.9665,0.0,0.0,0.0,-7.1398,13.41,,0.913,29.95,AA
2016-01-31,2016,1,SIM034,Consumer Staples,30.74,30.27,-0.2963,-0.3297,0.0,0.0,0.0,-4.5441,14.28,,1.03,18.43,BB
2016-01-31,2016,1,SIM035,Materials,28.05,28.27,-0.5406,-0.5125,0.0,0.0,0.0,-17.8546,27.12,,1.046,14.64,BB
2016-01-31,2016,1,SIM036,Consumer Staples,24.18,23.5,-0.8925,-0.9491,0.0,0.0,0.0,-11.4034,23.61,,1.085,11.37,B
2016-01-31,2016,1,SIM037,Information Technology,32.63,31.41,-0.1245,-0.2254,0.0,0.0,0.0,-2.5395,25.03,,1.02,6.28,BBB
2016-01-31,2016,1,SIM038,Materials,19.35,19.93,-1.3311,-1.2753,0.0,0.0,0.0,-5.9755,22.6,,1.115,81.56,CCC
2016-01-31,2016,1,SIM039,Communication Services,21.21,19.77,-1.1614,-1.2897,0.0,0.0,0.0,-14.8863,22.44,,1.116,13.69,B
2016-01-31,2016,1,SIM040,Consumer Staples,25.05,23.18,-0.8129,-0.9784,0.0,0.0,0.0,-6.9515,19.68,,1.088,9.47,B
2016-01-31,2016,1,SIM041,Consumer Discretionary,19.36,18.98,-1.3301,-1.3626,0.0,0.0,0.0,-17.4034,26.91,,1.123,22.51,CCC
2016-01-31,2016,1,SIM042,Utilities,48.4,49.64,1.3077,1.4411,0.0,0.0,0.0,0.214,14.84,,0.87,145.54,AAA
2016-01-31,2016,1,SIM043,Financial Services,24.07,25.52,-0.9026,-0.7639,0.0,0.0,0.0,-4.3653,21.8,,1.069,37.51,B
2016-01-31,2016,1,SIM044,Financial Services,12.29,13.32,-1.9723,-1.8795,0.0,0.0,0.0,-14.6284,26.15,,1.169,26.97,CCC
2016-01-31,2016,1,SIM045,Consumer Staples,37.19,39.18,0.2894,0.4843,0.0,0.0,0.0,-13.4167,14.57,,0.956,483.1,A
2016-01-31,2016,1,SIM046,Consumer Staples,29.06,26.63,-0.4488,-0.6624,0.0,0.0,0.0,-12.7719,17.95,,1.06,48.43,BB
2016-01-31,2016,1,SIM047,Health Care,25.5,26.08,-0.7727,-0.7134,0.0,0.0,0.0,-14.8707,25.21,,1.064,21.14,B
2016-01-31,2016,1,SIM048,Information Technology,54.64,54.21,1.8742,1.8583,0.0,0.0,0.0,-4.7081,18.7,,0.833,23.85,AAA
2016-01-31,2016,1,SIM049,Energy,14.42,12.65,-1.779,-1.9411,0.0,0.0,0.0,-5.8902,22.6,,1.175,288.74,CCC
2016-01-31,2016,1,SIM050,Utilities,44.32,43.58,0.9371,0.8871,0.0,0.0,0.0,-5.5769,13.28,,0.92,171.63,AA
2016-01-31,2016,1,SIM051,Health Care,27.88,27.98,-0.5562,-0.5397,0.0,0.0,0.0,-0.7016,22.42,,1.049,144.84,BB
2016-01-31,2016,1,SIM052,Financial Services,24.4,22.85,-0.8722,-1.0082,0.0,0.0,0.0,-1.522,19.55,,1.091,290.55,B
2016-01-31,2016,1,SIM053,Consumer Staples,9.23,13.06,-2.2504,-1.9032,0.0,0.0,0.0,-3.667,25.11,,1.171,44.36,CCC
2016-01-31,2016,1,SIM054,Industrials,37.54,38.08,0.321,0.3845,0.0,0.0,0.0,-21.7631,22.7,,0.965,156.6,A
2016-01-31,2016,1,SIM055,Information Technology,29.65,29.98,-0.3957,-0.3562,0.0,0.0,0.0,-2.4434,18.95,,1.032,178.01,BB
2016-01-31,2016,1,SIM056,Information Technology,34.4,34.75,0.0363,0.0793,0.0,0.0,0.0,-10.9593,33.96,,0.993,17.89,BBB
2016-01-31,2016,1,SIM057,Energy,11.38,10.12,-2.0551,-2.1719,0.0,0.0,0.0,-12.9997,33.44,,1.195,234.59,CCC
2016-01-31,2016,1,SIM058,Financial Services,11.32,12.38,-2.0598,-1.9653,0.0,0.0,0.0,-6.4702,20.64,,1.177,90.87,CCC
2016-01-31,2016,1,SIM059,Energy,20.61,19.66,-1.2167,-1.2995,0.0,0.0,0.0,-8.6084,23.24,,1.117,18.31,B
2016-01-31,2016,1,SIM060,Consumer Discretionary,25.44,25.62,-0.7772,-0.755,0.0,0.0,0.0,-5.3711,23.27,,1.068,36.31,B
2016-01-31,2016,1,SIM061,Health Care,24.55,23.29,-0.8581,-0.9677,0.0,0.0,0.0,-10.0341,21.23,,1.087,14.18,B
2016-01-31,2016,1,SIM062,Communication Services,30.62,29.08,-0.3071,-0.4388,0.0,0.0,0.0,9.4735,23.08,,1.039,47.39,BB
2016-01-31,2016,1,SIM063,Information Technology,25.84,23.47,-0.7418,-0.9516,0.0,0.0,0.0,1.4709,18.04,,1.086,18.6,B
2016-01-31,2016,1,SIM064,Information Technology,48.83,48.53,1.3465,1.3392,0.0,0.0,0.0,-5.2581,14.3,,0.879,33.93,AAA
2016-01-31,2016,1,SIM065,Communication Services,27.48,29.18,-0.5927,-0.4292,0.0,0.0,0.0,-3.6978,26.78,,1.039,19.48,BB
2016-01-31,2016,1,SIM066,Consumer Discretionary,25.77,26.03,-0.7475,-0.7178,0.0,0.0,0.0,-23.8662,22.45,,1.065,17.19,B
2016-01-31,2016,1,SIM067,Information Technology,41.58,39.76,0.6882,0.5375,0.0,0.0,0.0,-5.4036,17.86,,0.952,90.6,A
2016-01-31,2016,1,SIM068,Utilities,57.16,59.38,2.1039,2.3315,0.0,0.0,0.0,-5.7786,6.74,,0.79,306.22,AAA
2016-01-31,2016,1,SIM069,Communication Services,20.5,21.01,-1.2268,-1.1766,0.0,0.0,0.0,-2.8811,24.13,,1.106,22.63,B
2016-01-31,2016,1,SIM070,Real Estate,35.74,34.1,0.1576,0.0206,0.0,0.0,0.0,-4.9709,15.21,,0.998,207.32,BBB
2016-01-31,2016,1,SIM071,Materials,26.93,27.42,-0.6421,-0.5909,0.0,0.0,0.0,-17.9631,28.15,,1.053,22.78,BB
2016-01-31,2016,1,SIM072,Financial Services,33.49,35.48,-0.0464,0.1464,0.0,0.0,0.0,-3.3,24.94,,0.987,10.04,BBB
2016-01-31,2016,1,SIM073,Consumer Discretionary,39.89,41.3,0.5349,0.6781,0.0,0.0,0.0,1.0116,22.33,,0.939,29.71,A
2016-01-31,2016,1,SIM074,Real Estate,48.63,46.28,1.3286,1.1341,0.0,0.0,0.0,-5.5855,14.71,,0.898,154.96,AAA
2016-01-31,2016,1,SIM075,Health Care,34.39,32.43,0.0354,-0.1326,0.0,0.0,0.0,-14.0681,18.12,,1.012,473.34,BBB
2016-01-31,2016,1,SIM076,Consumer Discretionary,33.21,33.17,-0.0723,-0.0645,0.0,0.0,0.0,-13.5524,22.27,,1.006,13.4,BBB
2016-01-31,2016,1,SIM077,Information Technology,42.53,45.08,0.7748,1.0237,0.0,0.0,0.0,-9.3518,20.29,,0.908,82.92,AA
2016-01-31,2016,1,SIM078,Information Technology,37.81,38.57,0.3455,0.4292,0.0,0.0,0.0,-7.9355,20.06,,0.961,50.88,A
2016-01-31,2016,1,SIM079,Information Technology,32.06,31.85,-0.176,-0.1858,0.0,0.0,0.0,-6.9761,20.19,,1.017,30.54,BBB
2016-01-31,2016,1,SIM080,Consumer Staples,23.83,24.38,-0.9243,-0.8684,0.0,0.0,0.0,-12.2281,17.53,,1.078,111.74,B
2016-01-31,2016,1,SIM081,Consumer Discretionary,41.05,38.83,0.6398,0.4526,0.0,0.0,0.0,-0.9532,13.78,,0.959,175.59,A
2016-01-31,2016,1,SIM082,Information Technology,38.55,40.05,0.4135,0.5641,0.0,0.0,0.0,2.9547,16.44,,0.949,81.19,A
2016-01-31,2016,1,SIM083,Communication Services,29.04,29.88,-0.451,-0.3654,0.0,0.0,0.0,-6.2815,16.99,,1.033,291.48,BB
2016-01-31,2016,1,SIM084,Communication Services,50.23,50.07,1.4745,1.4803,0.0,0.0,0.0,-5.6768,20.24,,0.867,107.32,AAA
2016-01-31,2016,1,SIM085,Utilities,36.38,36.48,0.2158,0.2376,0.0,0.0,0.0,-1.3592,17.03,,0.979,93.18,BBB
2016-01-31,2016,1,SIM086,Consumer Discretionary,15.23,15.85,-1.7051,-1.6485,0.0,0.0,0.0,-9.1744,21.07,,1.148,421.79,CCC
2016-01-31,2016,1,SIM087,Consumer Discretionary,29.68,30.43,-0.3928,-0.3149,0.0,0.0,0.0,-3.3721,23.42,,1.028,67.49,BB
2016-01-31,2016,1,SIM088,Industrials,28.61,31.4,-0.4898,-0.2264,0.0,0.0,0.0,-6.1175,23.89,,1.02,82.84,BB
2016-01-31,2016,1,SIM089,Financial Services,18.43,21.63,-1.4143,-1.12,0.0,0.0,0.0,-20.7421,24.3,,1.101,72.49,CCC
2016-01-31,2016,1,SIM090,Communication Services,39.23,38.78,0.4746,0.4482,0.0,0.0,0.0,-11.0356,29.04,,0.96,24.96,A
2016-01-31,2016,1,SIM091,Information Technology,38.07,39.16,0.3698,0.4824,0.0,0.0,0.0,-12.0249,16.82,,0.957,79.95,A
2016-01-31,2016,1,SIM092,Real Estate,29.44,30.42,-0.4141,-0.3161,0.0,0.0,0.0,-2.8744,22.63,,1.028,25.74,BB
2016-01-31,2016,1,SIM093,Information Technology,43.64,45.72,0.8754,1.0827,0.0,0.0,0.0,-10.8906,26.95,,0.903,4.57,AA
2016-01-31,2016,1,SIM094,Financial Services,24.65,23.17,-0.8491,-0.9794,0.0,0.0,0.0,-5.7616,16.06,,1.088,53.84,B
2016-01-31,2016,1,SIM095,Industrials,27.92,27.93,-0.5523,-0.5443,0.0,0.0,0.0,-12.059,19.9,,1.049,73.04,BB
2016-01-31,2016,1,SIM096,Consumer Staples,36.45,35.91,0.2222,0.1852,0.0,0.0,0.0,-8.8697,14.21,,0.983,32.68,BBB
2016-01-31,2016,1,SIM097,Information Technology,54.25,52.75,1.8396,1.7248,0.0,0.0,0.0,-9.8203,23.2,,0.845,27.31,AAA
2016-01-31,2016,1,SIM098,Health Care,35.1,34.26,0.1,0.0349,0.0,0.0,0.0,-5.3846,20.53,,0.997,54.01,BBB
2016-01-31,2016,1,SIM099,Information Technology,48.89,47.33,1.3527,1.2292,0.0,0.0,0.0,-6.4794,15.78,,0.889,51.88,AAA
2016-01-31,2016,1,SIM100,Information Technology,45.46,43.52,1.0405,0.8817,0.0,0.0,0.0,4.9725,22.67,,0.921,28.5,AA
2016-01-31,2016,1,SIM101,Industrials,24.59,24.61,-0.8553,-0.8475,0.0,0.0,0.0,-12.6964,29.0,,1.076,30.71,B
2016-01-31,2016,1,SIM102,Consumer Discretionary,30.98,29.67,-0.2746,-0.3848,0.0,0.0,0.0,-1.6463,25.01,,1.035,62.64,BB
2016-01-31,2016,1,SIM103,Materials,18.32,18.85,-1.424,-1.3744,0.0,0.0,0.0,-23.8215,37.71,,1.124,26.58,CCC
2016-01-31,2016,1,SIM104,Information Technology,38.42,39.11,0.401,0.4786,0.0,0.0,0.0,6.417,18.29,,0.957,78.53,A
2016-01-31,2016,1,SIM105,Health Care,32.55,31.15,-0.1315,-0.2498,0.0,0.0,0.0,-9.7105,18.63,,1.022,55.84,BBB
2016-01-31,2016,1,SIM106,Health Care,50.56,51.03,1.5044,1.5682,0.0,0.0,0.0,-5.277,11.52,,0.859,115.77,AAA
2016-01-31,2016,1,SIM107,Consumer Discretionary,26.82,25.67,-0.6522,-0.7501,0.0,0.0,0.0,-9.0525,22.79,,1.068,70.2,BB
2016-01-31,2016,1,SIM108,Utilities,45.68,44.58,1.0605,0.9784,0.0,0.0,0.0,-7.3978,19.72,,0.912,36.02,AA
2016-01-31,2016,1,SIM109,Information Technology,36.41,34.06,0.2188,0.0164,0.0,0.0,0.0,-11.2212,20.47,,0.999,97.26,BBB
2016-01-31,2016,1,SIM110,Health Care,41.46,43.42,0.6775,0.8718,0.0,0.0,0.0,-4.828,15.12,,0.922,229.04,A
2016-01-31,2016,1,SIM111,Industrials,41.37,41.51,0.6695,0.6973,0.0,0.0,0.0,0.059,18.11,,0.937,61.91,A
2016-01-31,2016,1,SIM112,Industrials,19.37,18.35,-1.3291,-1.4199,0.0,0.0,0.0,-10.8736,24.11,,1.128,90.35,CCC
2016-01-31,2016,1,SIM113,Consumer Staples,41.46,39.61,0.6778,0.5238,0.0,0.0,0.0,-7.8272,12.58,,0.953,236.47,A
2016-01-31,2016,1,SIM114,Industrials,42.78,42.05,0.7973,0.747,0.0,0.0,0.0,-3.9303,24.92,,0.933,2.21,AA
2016-01-31,2016,1,SIM115,Financial Services,27.97,29.79,-0.5482,-0.3734,0.0,0.0,0.0,-4.7769,16.91,,1.034,909.79,BB
2016-01-31,2016,1,SIM116,Materials,29.77,28.31,-0.384,-0.5089,0.0,0.0,0.0,-22.0077,22.51,,1.046,45.19,BB
2016-01-31,2016,1,SIM117,Real Estate,51.02,49.87,1.546,1.462,0.0,0.0,0.0,-9.3485,11.4,,0.868,15.09,AAA
2016-01-31,2016,1,SIM118,Consumer Discretionary,21.59,20.53,-1.1276,-1.2206,0.0,0.0,0.0,-24.9156,24.39,,1.11,26.51,B
2016-01-31,2016,1,SIM119,Financial Services,27.76,28.83,-0.5668,-0.462,0.0,0.0,0.0,-4.8146,19.26,,1.042,403.89,BB
2016-01-31,2016,1,SIM120,Utilities,23.3,25.34,-0.972,-0.7805,0.0,0.0,0.0,-9.8153,18.47,,1.07,14.95,B
2016-01-31,2016,1,SIM121,Utilities,46.26,45.89,1.1134,1.0979,0.0,0.0,0.0,-9.681,16.32,,0.901,30.77,AA
2016-01-31,2016,1,SIM122,Industrials,18.5,16.35,-1.4078,-1.6027,0.0,0.0,0.0,-2.9023,28.47,,1.144,68.99,CCC
2016-01-31,2016,1,SIM123,Communication Services,44.01,44.76,0.9087,0.9946,0.0,0.0,0.0,-3.6075,19.66,,0.91,177.22,AA
2016-01-31,2016,1,SIM124,Communication Services,52.3,49.55,1.6625,1.4327,0.0,0.0,0.0,-3.3779,15.98,,0.871,267.67,AAA
2016-01-31,2016,1,SIM125,Consumer Discretionary,47.33,46.53,1.2108,1.1563,0.0,0.0,0.0,-9.0144,18.16,,0.896,57.91,AA
2016-01-31,2016,1,SIM126,Industrials,23.36,23.81,-0.9669,-0.9203,0.0,0.0,0.0,-6.1883,27.81,,1.083,107.93,B
2016-01-31,2016,1,SIM127,Industrials,31.12,32.73,-0.2619,-0.1055,0.0,0.0,0.0,-8.2413,25.88,,1.009,29.57,BB
2016-01-31,2016,1,SIM128,Consumer Discretionary,29.03,29.96,-0.4515,-0.3583,0.0,0.0,0.0,-6.7266,19.12,,1.032,176.72,BB
2016-01-31,2016,1,SIM129,Financial Services,13.45,13.78,-1.8663,-1.8379,0.0,0.0,0.0,4.7288,23.89,,1.165,36.72,CCC
2016-01-31,2016,1,SIM130,Information Technology,50.88,51.18,1.5333,1.5818,0.0,0.0,0.0,-8.1346,22.97,,0.858,15.66,AAA
2016-01-31,2016,1,SIM131,Consumer Discretionary,28.17,29.92,-0.5297,-0.362,0.0,0.0,0.0,-4.2428,12.75,,1.033,308.53,BB
2016-01-31,2016,1,SIM132,Utilities,47.37,48.72,1.2142,1.3572,0.0,0.0,0.0,0.4803,17.69,,0.878,254.41,AA
2016-01-31,2016,1,SIM133,Communication Services,45.91,46.81,1.0813,1.1822,0.0,0.0,0.0,-9.8713,23.57,,0.894,43.9,AA
2016-01-31,2016,1,SIM134,Health Care,15.03,13.35,-1.7233,-1.8767,0.0,0.0,0.0,-10.4814,28.3,,1.169,217.18,CCC
2016-01-31,2016,1,SIM135,Real Estate,56.4,56.52,2.0346,2.0697,0.0,0.0,0.0,-9.5707,11.32,,0.814,445.58,AAA
2016-01-31,2016,1,SIM136,Health Care,28.69,24.88,-0.4829,-0.8223,0.0,0.0,0.0,-1.3118,15.97,,1.074,150.0,BB
2016-01-31,2016,1,SIM137,Materials,25.28,22.02,-0.7918,-1.0841,0.0,0.0,0.0,-4.3993,20.08,,1.098,103.9,B
2016-01-31,2016,1,SIM138,Industrials,36.25,33.44,0.2046,-0.0404,0.0,0.0,0.0,-2.8121,16.61,,1.004,158.19,BBB
2016-01-31,2016,1,SIM139,Communication Services,40.06,40.35,0.5507,0.5914,0.0,0.0,0.0,-7.0498,19.15,,0.947,83.02,A
2016-01-31,2016,1,SIM140,Information Technology,44.74,45.37,0.9753,1.0507,0.0,0.0,0.0,-5.2634,17.81,,0.905,135.29,AA
2016-01-31,2016,1,SIM141,Industrials,29.54,30.56,-0.4049,-0.3033,0.0,0.0,0.0,-12.2086,24.75,,1.027,29.04,BB
2016-01-31,2016,1,SIM142,Industrials,28.08,29.04,-0.5377,-0.4427,0.0,0.0,0.0,-9.3497,28.82,,1.04,31.62,BB
2016-01-31,2016,1,SIM143,Consumer Staples,30.36,28.54,-0.331,-0.4883,0.0,0.0,0.0,-16.3551,19.99,,1.044,130.79,BB
2016-01-31,2016,1,SIM144,Consumer Staples,38.12,36.48,0.3741,0.2378,0.0,0.0,0.0,-8.7645,28.53,,0.979,8.11,A
2016-01-31,2016,1,SIM145,Utilities,47.33,46.11,1.2106,1.1185,0.0,0.0,0.0,-0.3523,16.29,,0.899,10.99,AA
2016-01-31,2016,1,SIM146,Industrials,23.29,22.31,-0.9733,-1.058,0.0,0.0,0.0,2.4092,25.65,,1.095,5.13,B
2016-01-31,2016,1,SIM147,Consumer Staples,26.7,27.79,-0.6637,-0.5565,0.0,0.0,0.0,-3.4609,15.1,,1.05,127.85,BB
2016-01-31,2016,1,SIM148,Financial Services,34.65,32.29,0.0584,-0.1449,0.0,0.0,0.0,-0.1746,24.72,,1.013,42.11,BBB
2016-01-31,2016,1,SIM149,Materials,34.03,33.67,0.0022,-0.0188,0.0,0.0,0.0,-3.8408,18.31,,1.002,338.83,BBB
2016-01-31,2016,1,SIM150,Communication Services,41.22,40.56,0.6556,0.6107,0.0,0.0,0.0,-11.5154,22.28,,0.945,30.79,A
2016-01-31,2016,1,SIM151,Communication Services,49.95,48.74,1.4487,1.3586,0.0,0.0,0.0,-2.1841,16.8,,0.878,44.47,AAA
2016-01-31,2016,1,SIM152,Consumer Discretionary,36.91,35.3,0.264,0.1302,0.0,0.0,0.0,-2.5857,18.25,,0.988,21.35,A
2016-01-31,2016,1,SIM153,Health Care,22.77,24.61,-1.0202,-0.8477,0.0,0.0,0.0,-8.3526,17.62,,1.076,64.12,B
2016-01-31,2016,1,SIM154,Industrials,34.54,33.51,0.0486,-0.0341,0.0,0.0,0.0,-8.967,19.38,,1.003,76.27,BBB
2016-01-31,2016,1,SIM155,Consumer Discretionary,45.76,44.8,1.0679,0.9988,0.0,0.0,0.0,-5.903,16.73,,0.91,29.16,AA
2016-01-31,2016,1,SIM156,Consumer Staples,29.64,29.17,-0.3961,-0.4301,0.0,0.0,0.0,1.3852,21.31,,1.039,61.76,BB
2016-01-31,2016,1,SIM157,Communication Services,23.1,22.6,-0.9906,-1.031,0.0,0.0,0.0,-10.2581,24.21,,1.093,171.57,B
2016-01-31,2016,1,SIM158,Health Care,27.27,27.9,-0.6111,-0.547,0.0,0.0,0.0,-6.7419,23.49,,1.049,82.02,BB
2016-01-31,2016,1,SIM159,Health Care,34.92,35.51,0.0836,0.1495,0.0,0.0,0.0,0.253,17.77,,0.987,33.06,BBB
2016-01-31,2016,1,SIM160,Consumer Staples,38.04,39.53,0.3667,0.5162,0.0,0.0,0.0,-12.4616,19.46,,0.954,29.38,A
2016-02-29,2016,2,SIM001,Industrials,36.99,38.19,0.2398,0.3645,0.0,0.0,0.0,-4.1814,18.09,,0.967,134.64,BBB
2016-02-29,2016,2,SIM002,Information Technology,46.12,44.71,1.0443,0.9449,0.0,0.0,0.0,11.6012,21.59,,0.915,227.69,AA
2016-02-29,2016,2,SIM003,Industrials,33.62,32.0,-0.0573,-0.1869,0.0,0.0,0.0,11.7782,17.37,,1.017,232.88,BBB
2016-02-29,2016,2,SIM004,Information Technology,51.95,52.5,1.5575,1.6386,0.0,0.0,0.0,0.8082,25.89,,0.853,90.69,AAA
2016-02-29,2016,2,SIM005,Financial Services,35.02,33.79,0.0662,-0.0278,0.0,0.0,0.0,4.5011,18.83,,1.003,51.12,BBB
2016-02-29,2016,2,SIM006,Industrials,64.55,64.28,2.6681,2.6882,0.0,0.0,0.0,3.0871,5.82,,0.758,132.11,AAA
2016-02-29,2016,2,SIM007,Energy,9.85,7.73,-2.1518,-2.3484,0.0,0.0,0.0,1.7648,31.52,,1.211,48.15,CCC
2016-02-29,2016,2,SIM008,Industrials,38.21,36.41,0.3469,0.2056,0.0,0.0,0.0,3.8676,14.64,,0.981,52.66,A
2016-02-29,2016,2,SIM009,Industrials,43.85,45.24,0.8439,0.9923,0.0,0.0,0.0,4.5796,16.97,,0.911,72.65,AA
2016-02-29,2016,2,SIM010,Industrials,18.85,21.18,-1.3589,-1.1509,0.0,0.0,0.0,15.7502,17.97,,1.104,19.97,CCC
2016-02-29,2016,2,SIM011,Information Technology,38.11,42.14,0.3379,0.7164,0.0,0.0,0.0,-1.5176,18.08,,0.936,193.36,A
2016-02-29,2016,2,SIM012,Information Technology,44.36,45.33,0.8887,1.0003,0.0,0.0,0.0,-0.2946,31.23,,0.91,34.14,AA
2016-02-29,2016,2,SIM013,Consumer Discretionary,34.75,34.67,0.0419,0.0513,0.0,0.0,0.0,1.1119,9.39,,0.995,51.02,BBB
2016-02-29,2016,2,SIM014,Financial Services,46.15,46.04,1.0469,1.0639,0.0,0.0,0.0,7.3355,12.37,,0.904,213.56,AA
2016-02-29,2016,2,SIM015,Consumer Staples,44.3,42.88,0.8835,0.7824,0.0,0.0,0.0,0.0469,23.52,,0.93,18.03,AA
2016-02-29,2016,2,SIM016,Industrials,46.98,46.74,1.1198,1.1255,0.0,0.0,0.0,13.315,21.24,,0.899,33.44,AA
2016-02-29,2016,2,SIM017,Utilities,22.13,26.85,-1.0697,-0.6458,0.0,0.0,0.0,2.8533,24.94,,1.058,31.3,B
2016-02-29,2016,2,SIM018,Information Technology,44.97,42.53,0.9423,0.7511,0.0,0.0,0.0,10.2861,24.4,,0.932,37.52,AA
2016-02-29,2016,2,SIM019,Health Care,10.45,9.83,-2.0992,-2.1616,0.0,0.0,0.0,11.5467,31.76,,1.195,72.43,CCC
2016-02-29,2016,2,SIM020,Consumer Staples,40.52,38.18,0.5504,0.3638,0.0,0.0,0.0,9.8601,21.34,,0.967,83.81,A
2016-02-29,2016,2,SIM021,Information Technology,42.71,40.54,0.7434,0.5733,0.0,0.0,0.0,1.7664,27.65,,0.948,36.3,AA
2016-02-29,2016,2,SIM022,Financial Services,36.42,36.59,0.1892,0.2224,0.0,0.0,0.0,14.4898,16.84,,0.98,8.86,BBB
